CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
202887,1,23,Company Invited,1,11,Large Business,Male,3,5,Basic,3,Unmarried,7,0,5,1,1,Executive,22572
202897,1,27,Company Invited,2,24,Salaried,Female,3,4,Basic,3,Married,2,1,5,0,2,Executive,21419
202901,1,19,Company Invited,3,12,Small Business,Male,4,4,Basic,4,Single,3,1,4,1,3,Executive,20556
202907,1,27,Self Enquiry,1,31,Large Business,Male,4,6,Basic,3,Single,3,1,3,1,3,Executive,21018
202913,1,33,Company Invited,3,18,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,2,Manager,23385
202923,1,25,Company Invited,1,14,Salaried,Female,3,4,Basic,3,Divorced,3,1,4,0,1,Executive,21564
202924,1,31,Company Invited,3,19,Salaried,Male,4,5,Basic,5,Divorced,3,0,5,1,1,Executive,20711
202926,1,32,Self Enquiry,3,20,Small Business,Male,3,4,Deluxe,5,Married,4,0,2,0,1,Manager,22911
202939,1,28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,0,2,Executive,21719
202948,1,46,Company Invited,3,33,Salaried,Female,4,4,Deluxe,5,Divorced,4,0,2,0,1,Manager,22964
202957,1,21,Self Enquiry,1,,Small Business,Male,3,4,Basic,3,Single,3,1,5,0,1,Executive,19687
202958,1,34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,3,Executive,22026
202969,1,25,Self Enquiry,3,10,Salaried,Female,4,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,23255
202972,1,51,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Divorced,5,1,5,1,1,Manager,25474
202984,1,29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894
202991,1,43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437
203006,1,34,Self Enquiry,1,7,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21364
203010,1,48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Unmarried,6,1,4,1,3,Manager,25075
203012,1,56,Self Enquiry,1,9,Small Business,Male,4,4,King,,Divorced,7,1,2,1,3,VP,38537
203017,1,27,Self Enquiry,3,15,Large Business,Male,3,5,Deluxe,5,Unmarried,8,0,3,1,2,Manager,24004
203029,1,24,Self Enquiry,1,13,Salaried,Male,4,2,Basic,5,Divorced,3,1,3,1,3,Executive,20279
203033,1,30,Self Enquiry,1,7,Salaried,Female,3,5,Basic,5,Divorced,3,1,2,0,1,Executive,20997
203035,1,34,Self Enquiry,3,23,Small Business,Female,4,4,Deluxe,5,Unmarried,7,0,3,1,1,Manager,24002
203039,1,59,Self Enquiry,1,9,Salaried,Male,3,4,King,4,Single,,1,3,1,2,VP,37924
203042,1,29,Self Enquiry,1,9,Small Business,Male,3,4,Basic,3,Unmarried,8,0,3,0,1,Executive,23060
203051,1,50,Self Enquiry,3,18,Small Business,Female,3,4,Standard,3,Divorced,3,0,4,0,2,Senior Manager,26332
203052,1,56,Self Enquiry,3,9,Small Business,Male,3,4,Deluxe,3,Unmarried,6,0,2,0,2,Manager,23838
203058,1,27,Company Invited,1,12,Small Business,Female,3,5,Basic,3,Divorced,3,1,2,0,2,Executive,21044
203080,1,36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,0,1,Executive,20700
203089,1,30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,2,0,2,Executive,21478
203100,1,33,Self Enquiry,1,32,Salaried,Male,3,4,Basic,3,Unmarried,3,1,5,1,1,Executive,21473
203104,1,59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,2,0,1,Executive,21058
203106,1,21,Self Enquiry,3,9,Small Business,Female,3,5,Basic,3,Single,3,0,4,0,2,Executive,20722
203107,1,22,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,3,1,2,Executive,21371
203110,1,23,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Divorced,2,1,5,1,2,Manager,22849
203111,1,42,Self Enquiry,1,9,Salaried,Female,3,6,Basic,3,Married,6,1,3,0,1,Executive,21456
203113,1,40,Self Enquiry,1,13,Small Business,Male,4,4,Basic,5,Divorced,2,1,2,1,2,Executive,21082
203127,1,26,Self Enquiry,3,26,Small Business,Male,3,5,Basic,4,Divorced,3,1,2,0,1,Executive,21091
203132,1,20,Self Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,2,0,2,Executive,20799
203133,1,21,Self Enquiry,1,11,Large Business,Male,3,4,Basic,5,Unmarried,3,0,3,1,2,Executive,21651
203137,1,37,Self Enquiry,3,10,Salaried,Male,3,5,Standard,3,Divorced,3,1,2,1,1,Senior Manager,29003
203139,1,38,Self Enquiry,3,7,Salaried,Male,3,5,Standard,3,Divorced,7,0,2,1,2,Senior Manager,29287
203144,1,59,Self Enquiry,1,9,Large Business,Male,3,4,Basic,3,Single,6,0,2,1,2,Executive,21157
203150,1,41,Company Invited,3,31,Salaried,Female,4,2,Super Deluxe,4,Single,6,1,3,1,3,AVP,31872
203153,1,32,Company Invited,1,16,Small Business,Male,3,5,Basic,5,Single,2,1,3,1,1,Executive,20999
203155,1,30,Self Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,2,Executive,21082
203164,1,31,Self Enquiry,1,29,Salaried,Female,3,4,Basic,3,Divorced,6,1,2,0,2,Executive,20810
203169,1,36,Self Enquiry,1,21,Salaried,Male,3,5,Basic,4,Married,3,1,5,1,2,Executive,22421
203175,1,21,Self Enquiry,1,18,Small Business,Female,4,5,Basic,5,Unmarried,3,1,3,0,2,Executive,21278
203176,1,31,Company Invited,1,12,Small Business,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100
203188,1,38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Divorced,7,0,4,1,1,Manager,23455
203192,1,27,Company Invited,3,36,Small Business,Male,4,6,Deluxe,5,Unmarried,2,0,3,0,1,Manager,23647
203193,1,53,Self Enquiry,3,9,Small Business,Female,3,6,King,,Divorced,3,0,3,1,1,VP,38523
203196,1,37,Self Enquiry,1,23,Salaried,Female,3,2,Basic,5,Unmarried,3,0,2,1,1,Executive,21421
203205,1,37,Self Enquiry,1,22,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,0,1,Manager,23512
203206,1,27,Company Invited,1,9,Salaried,Male,3,4,Basic,5,Divorced,8,1,5,1,1,Executive,20720
203220,1,21,Company Invited,3,16,Small Business,Female,3,4,Basic,3,Single,3,1,4,0,1,Executive,21001
203221,1,22,Self Enquiry,1,17,Salaried,Female,3,5,Basic,5,Single,3,0,3,1,1,Executive,20094
203223,1,52,Self Enquiry,1,11,Salaried,Male,3,4,Basic,3,Divorced,2,1,2,1,2,Executive,21139
203224,1,29,Company Invited,1,31,Large Business,Male,4,5,Standard,5,Unmarried,3,0,2,0,1,Senior Manager,27400
203233,1,45,Self Enquiry,2,7,Small Business,Male,4,5,Standard,5,Divorced,2,0,4,1,1,Senior Manager,29160
203235,1,36,Self Enquiry,3,11,Large Business,Male,3,4,Standard,5,Unmarried,2,1,4,1,2,Senior Manager,28260
203236,1,34,Company Invited,1,36,Small Business,Female,3,5,Deluxe,3,Unmarried,3,0,5,1,1,Manager,23186
203240,1,26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Divorced,3,1,3,1,1,Executive,22369
203241,1,27,Self Enquiry,1,28,Small Business,Male,3,4,Basic,3,Married,3,0,5,1,2,Executive,21055
203242,1,34,Self Enquiry,1,32,Small Business,Male,3,5,Basic,4,Single,6,1,4,0,1,Executive,20991
203244,1,29,Company Invited,1,7,Small Business,Male,3,5,Basic,4,Married,3,0,4,0,1,Executive,21274
203245,1,51,Company Invited,3,7,Salaried,Male,3,4,Deluxe,3,Unmarried,5,1,2,0,1,Manager,23406
203257,1,40,Company Invited,1,9,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,30847
203272,1,19,Company Invited,1,15,Small Business,Male,4,4,Basic,3,Single,3,0,5,0,1,Executive,20582
203273,1,34,Self Enquiry,3,16,Small Business,Female,4,4,Deluxe,5,Unmarried,2,1,3,0,2,Manager,26902
203275,1,32,Company Invited,1,22,Small Business,Male,4,4,Basic,3,Divorced,3,0,4,1,3,Executive,21288
203280,1,30,Self Enquiry,3,30,Salaried,Female,3,5,Standard,5,Divorced,3,0,3,0,1,Senior Manager,26014
203282,1,43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436
203286,1,29,Self Enquiry,1,19,Salaried,Female,4,4,Basic,3,Divorced,3,1,4,1,1,Executive,21193
203293,1,44,Self Enquiry,3,16,Small Business,Female,3,6,Deluxe,3,Unmarried,2,0,2,1,2,Manager,24024
203301,1,45,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,3,Executive,21614
203304,1,23,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Divorced,2,1,3,0,1,Executive,21531
203308,1,42,Company Invited,1,12,Salaried,Male,4,5,Basic,5,Married,8,0,3,1,1,Executive,20785
203315,1,25,Self Enquiry,1,24,Salaried,Female,4,4,Basic,4,Divorced,3,0,2,0,2,Executive,20888
203336,1,20,Company Invited,1,17,Small Business,Female,4,5,Basic,4,Single,3,1,5,1,2,Executive,20537
203355,1,26,Company Invited,3,,Salaried,Male,4,6,Basic,3,Single,3,1,1,1,2,Executive,19796
203357,1,46,Self Enquiry,3,9,Small Business,Female,4,6,King,4,Single,,1,5,0,3,VP,37502
203359,1,22,Company Invited,1,17,Salaried,Female,3,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21303
203372,1,45,Self Enquiry,1,22,Small Business,Female,4,4,Standard,3,Divorced,3,0,3,0,2,Senior Manager,26656
203376,1,30,Self Enquiry,1,14,Large Business,Female,3,4,Basic,3,Married,5,1,4,1,2,Executive,22017
203383,1,33,Self Enquiry,1,14,Salaried,Male,4,4,Deluxe,3,Divorced,3,0,3,1,2,Manager,23561
203384,1,40,Self Enquiry,1,30,Small Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,3,Executive,22582
203390,1,41,Self Enquiry,3,32,Small Business,Male,3,5,Standard,4,Unmarried,4,1,5,0,2,Senior Manager,27772
203391,1,53,Self Enquiry,3,12,Salaried,Male,4,4,Standard,4,Unmarried,2,1,4,1,2,Senior Manager,27124
203396,1,32,Company Invited,3,7,Salaried,Female,3,4,Basic,4,Single,3,1,5,1,2,Executive,20980
203397,1,45,Self Enquiry,1,10,Salaried,Male,3,4,Basic,5,Divorced,6,0,5,1,2,Executive,21040
203410,1,59,Self Enquiry,1,14,Small Business,Female,3,5,Standard,5,Divorced,2,1,4,1,1,Senior Manager,28686
203419,1,56,Self Enquiry,3,20,Small Business,Male,3,2,Super Deluxe,3,Single,8,1,3,1,2,AVP,32373
203424,1,32,Company Invited,3,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,5,0,2,Executive,21463
203425,1,36,Company Invited,3,25,Small Business,Female,4,4,Deluxe,3,Divorced,2,1,5,1,3,Manager,23292
203429,1,32,Self Enquiry,1,29,Small Business,Male,4,4,Deluxe,3,Divorced,3,1,5,1,1,Manager,24857
203441,1,28,Self Enquiry,1,24,Salaried,Female,3,4,Basic,3,Single,3,1,5,1,1,Executive,21072
203450,1,50,Company Invited,1,35,Salaried,Male,4,5,Deluxe,5,Unmarried,5,0,3,0,2,Manager,22962
203451,1,30,Company Invited,1,21,Salaried,Female,3,4,Standard,3,Unmarried,2,1,5,1,1,Senior Manager,26231
203456,1,32,Company Invited,3,7,Salaried,Female,3,,Basic,3,Single,3,0,3,1,2,Executive,20037
203460,1,32,Self Enquiry,1,15,Salaried,Female,3,,Basic,4,Single,3,0,4,0,2,Executive,19939
203465,1,26,Self Enquiry,3,16,Salaried,Male,4,5,Basic,5,Divorced,5,0,1,1,1,Executive,23078
203475,1,47,Self Enquiry,3,16,Small Business,Male,3,4,Standard,3,Married,6,0,3,0,2,Senior Manager,28774
203476,1,40,Company Invited,1,9,Salaried,Female,3,5,Basic,5,Unmarried,4,1,3,0,1,Executive,22324
203477,1,32,Company Invited,1,7,Salaried,Female,4,2,Standard,4,Unmarried,3,0,3,1,3,Senior Manager,26124
203480,1,32,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Divorced,8,1,3,1,2,Executive,22400
203483,1,35,Self Enquiry,2,16,Large Business,Female,3,4,Basic,3,Divorced,3,0,1,1,1,Executive,21420
203500,1,29,Company Invited,3,7,Large Business,Male,4,4,Basic,3,Divorced,5,0,3,1,1,Executive,21587
203501,1,30,Company Invited,3,20,Large Business,Female,3,4,Deluxe,4,Unmarried,7,0,3,0,2,Manager,24443
203502,1,35,Self Enquiry,3,31,Small Business,Female,3,5,Deluxe,4,Unmarried,2,1,5,1,1,Manager,23277
203504,1,25,Company Invited,1,16,Small Business,Male,3,4,Basic,5,Unmarried,4,1,3,0,2,Executive,21850
203512,1,29,Company Invited,1,9,Small Business,Male,3,5,Basic,5,Single,2,0,4,0,1,Executive,21239
203521,1,30,Self Enquiry,1,7,Large Business,Male,4,5,Basic,5,Single,8,0,3,0,3,Executive,21040
203527,1,41,Self Enquiry,1,16,Salaried,Male,3,4,Basic,5,Single,5,0,1,1,2,Executive,20696
203529,1,32,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22762
203550,1,31,Self Enquiry,3,7,Salaried,Male,4,5,Deluxe,5,Married,3,0,4,1,2,Manager,28392
203554,1,36,Self Enquiry,1,9,Salaried,Female,4,4,Basic,5,Married,3,1,1,1,2,Executive,20752
203555,1,54,Self Enquiry,1,9,Large Business,Female,4,5,Standard,3,Married,2,0,5,1,3,Senior Manager,28847
203556,1,39,Self Enquiry,1,9,Small Business,Male,3,4,Deluxe,4,Married,6,0,4,0,1,Manager,23533
203580,1,29,Self Enquiry,1,31,Small Business,Male,3,4,Basic,4,Married,3,1,1,0,1,Executive,21086
203597,1,19,Company Invited,3,10,Small Business,Female,4,4,Basic,3,Single,3,1,5,0,2,Executive,20247
203606,1,36,Self Enquiry,3,17,Small Business,Male,3,5,Standard,5,Married,2,0,5,1,2,Senior Manager,28984
203611,1,36,Self Enquiry,3,22,Small Business,Male,3,6,Deluxe,3,Married,8,1,1,1,2,Manager,24118
203615,1,41,Self Enquiry,1,14,Salaried,Male,4,4,Basic,5,Single,5,1,3,0,2,Executive,20844
203630,1,36,Company Invited,3,19,Salaried,Male,3,4,Deluxe,3,Unmarried,5,1,3,1,1,Manager,23259
203645,1,24,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,22667
203648,1,49,Company Invited,3,14,Small Business,Female,4,4,Basic,3,Married,4,1,4,1,2,Executive,21333
203649,1,33,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,1,2,Executive,20071
203657,1,24,Self Enquiry,3,14,Salaried,Male,3,4,Basic,3,Married,3,1,1,1,1,Executive,20953
203666,1,25,Self Enquiry,2,29,Salaried,Male,3,6,Basic,3,Married,3,0,1,0,2,Executive,20233
203667,1,48,Company Invited,3,16,Salaried,Male,3,6,Super Deluxe,3,Married,2,0,5,1,2,AVP,31614
203680,1,37,Self Enquiry,3,20,Small Business,Male,4,5,Deluxe,5,Married,7,1,1,1,1,Manager,24812
203681,1,33,Self Enquiry,3,7,Salaried,Male,3,6,Deluxe,4,Unmarried,8,0,3,0,2,Manager,25413
203690,1,31,Company Invited,2,15,Salaried,Female,4,5,Basic,3,Married,8,0,5,1,3,Executive,20858
203693,1,30,Self Enquiry,3,16,Small Business,Female,3,6,Basic,4,Unmarried,3,0,1,1,2,Executive,21438
203699,1,34,Self Enquiry,3,23,Salaried,Female,4,4,Standard,5,Unmarried,4,1,5,0,1,Senior Manager,27242
203701,1,32,Self Enquiry,3,23,Small Business,Male,4,4,Standard,3,Married,4,0,5,1,1,Senior Manager,26839
203706,1,44,Company Invited,1,24,Large Business,Male,3,5,Basic,3,Married,2,1,5,1,2,Executive,21115
203715,1,22,Self Enquiry,3,14,Small Business,Male,3,4,Basic,4,Unmarried,3,0,5,1,2,Executive,21357
203717,1,23,Self Enquiry,1,15,Small Business,Female,4,4,Basic,5,Married,3,1,3,0,2,Executive,21076
203723,1,45,Company Invited,1,7,Small Business,Male,3,4,Basic,4,Married,3,1,3,1,2,Executive,21020
203725,1,36,Self Enquiry,3,34,Salaried,Male,3,4,Deluxe,3,Unmarried,3,1,5,0,1,Manager,24491
203734,1,35,Company Invited,1,16,Salaried,Male,4,4,Deluxe,5,Married,6,0,3,0,2,Manager,24024
203735,1,38,Self Enquiry,1,17,Small Business,Male,3,4,Deluxe,5,Unmarried,3,0,4,0,1,Manager,22891
203741,1,27,Self Enquiry,2,27,Small Business,Female,4,4,Basic,4,Married,2,1,3,0,2,Executive,20826
203742,1,47,Self Enquiry,1,28,Small Business,Female,4,4,Deluxe,4,Married,6,0,3,1,3,Manager,27604
203756,1,32,Self Enquiry,2,25,Salaried,Male,3,2,Basic,5,Married,2,0,1,1,1,Executive,21634
203757,1,30,Self Enquiry,2,20,Salaried,Male,3,5,Basic,5,Married,6,1,5,1,2,Executive,21013
203770,1,33,Self Enquiry,3,9,Small Business,Male,3,5,Deluxe,4,Single,2,1,1,1,1,Manager,28585
203776,1,30,Company Invited,1,31,Salaried,Male,4,5,Basic,3,Single,3,1,3,1,3,Executive,21117
203777,1,47,Self Enquiry,3,17,Salaried,Female,4,4,Standard,4,Married,7,0,1,0,3,Senior Manager,25992
203782,1,31,Self Enquiry,3,,Small Business,Male,3,4,Basic,3,Single,3,0,5,0,1,Executive,19759
203783,1,23,Self Enquiry,1,14,Salaried,Male,4,4,Basic,4,Single,3,1,3,1,1,Executive,21150
203797,1,35,Company Invited,1,23,Large Business,Male,3,6,Basic,5,Married,3,1,3,1,1,Executive,20985
203798,1,57,Self Enquiry,1,31,Salaried,Male,4,4,Basic,3,Single,3,0,3,0,1,Executive,21265
203809,1,30,Company Invited,3,,Large Business,Male,3,2,Basic,5,Single,3,0,3,1,2,Executive,19769
203813,1,29,Self Enquiry,3,20,Small Business,Female,3,4,Deluxe,3,Unmarried,5,1,5,1,2,Manager,28532
203819,1,33,Company Invited,1,12,Salaried,Female,3,2,Basic,3,Single,5,1,1,0,2,Executive,21110
203823,1,28,Company Invited,2,29,Salaried,Female,3,5,Basic,4,Married,3,0,1,1,1,Executive,21541
203834,1,29,Self Enquiry,1,24,Large Business,Male,3,5,Basic,3,Married,7,0,3,0,2,Executive,21045
203839,1,32,Company Invited,3,33,Small Business,Male,4,4,Deluxe,3,Married,3,1,3,0,2,Manager,24295
203840,1,54,Self Enquiry,3,31,Salaried,Male,4,4,Standard,5,Single,8,1,3,1,3,Senior Manager,29126
203882,1,24,Company Invited,3,16,Small Business,Male,3,4,Basic,5,Married,3,0,5,1,1,Executive,20468
203886,1,30,Self Enquiry,1,7,Small Business,Male,3,4,Basic,3,Married,2,1,3,1,1,Executive,23465
203888,1,57,Self Enquiry,1,14,Large Business,Male,4,4,Basic,3,Married,2,0,4,1,3,Executive,21017
203896,1,51,Company Invited,3,7,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,25406
203905,1,51,Self Enquiry,3,35,Small Business,Male,3,5,Standard,5,Married,6,1,5,0,1,Senior Manager,29532
203914,1,42,Self Enquiry,3,7,Salaried,Female,4,4,Deluxe,3,Unmarried,2,1,4,0,3,Manager,24671
203916,1,38,Self Enquiry,1,9,Salaried,Male,4,5,Basic,3,Single,8,1,3,0,3,Executive,20768
203928,1,29,Self Enquiry,1,31,Salaried,Male,3,5,Basic,3,Single,7,1,1,0,1,Executive,20706
203935,1,37,Self Enquiry,3,16,Salaried,Male,3,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085
203938,1,35,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638
203940,1,33,Company Invited,1,23,Salaried,Female,4,6,Basic,5,Unmarried,3,1,4,0,1,Executive,22597
203947,1,40,Self Enquiry,3,12,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,20764
203948,1,25,Self Enquiry,1,7,Small Business,Male,4,4,Basic,3,Married,4,1,3,0,3,Executive,20971
203950,1,51,Self Enquiry,3,10,Small Business,Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21361
203956,1,27,Self Enquiry,1,32,Salaried,Male,3,6,Basic,3,Single,3,0,1,0,1,Executive,20971
203959,1,42,Self Enquiry,1,19,Large Business,Female,3,4,King,3,Married,3,0,4,1,2,VP,38223
203964,1,49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,1,Senior Manager,24059
203965,1,29,Self Enquiry,1,12,Large Business,Male,3,4,Basic,3,Unmarried,3,1,1,0,1,Executive,22119
203983,1,37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Married,2,1,1,1,3,Executive,22066
204003,1,47,Self Enquiry,3,16,Small Business,Male,4,5,Standard,3,Unmarried,3,0,5,1,3,Senior Manager,28297
204014,1,38,Self Enquiry,2,13,Salaried,Male,4,4,Basic,5,Married,6,1,1,0,3,Executive,20751
204016,1,21,Company Invited,1,13,Salaried,Female,4,5,Basic,3,Unmarried,3,1,1,0,1,Executive,21604
204021,1,26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,0,2,Manager,24422
204025,1,35,Company Invited,1,14,Salaried,Male,4,6,Deluxe,3,Unmarried,3,1,5,1,1,Manager,24752
204036,1,57,Self Enquiry,1,21,Salaried,Female,4,4,Basic,4,Married,2,1,5,1,1,Executive,23641
204038,1,32,Self Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Married,6,1,3,0,3,Manager,24850
204040,1,59,Self Enquiry,1,30,Small Business,Female,4,4,Standard,3,Married,3,0,3,1,1,Senior Manager,28990
204041,1,20,Self Enquiry,3,29,Small Business,Male,3,4,Basic,3,Single,3,1,1,1,1,Executive,20353
204046,1,32,Self Enquiry,3,27,Salaried,Female,4,6,Deluxe,3,Married,5,1,3,0,3,Manager,23237
204050,1,52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328
204054,1,33,Self Enquiry,1,16,Small Business,Female,3,4,Basic,5,Unmarried,2,0,4,1,1,Executive,22878
204085,1,20,Company Invited,3,7,Large Business,Female,4,6,Basic,5,Single,2,0,3,1,1,Executive,21003
204091,1,20,Self Enquiry,1,,Salaried,Male,3,5,Basic,3,Single,3,0,5,1,1,Executive,19780
204096,1,42,Self Enquiry,3,27,Small Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,2,Executive,21818
204106,1,36,Self Enquiry,1,30,Salaried,Male,3,5,Deluxe,3,Married,5,1,4,1,1,Manager,24594
204118,1,39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351
204119,1,30,Self Enquiry,3,34,Small Business,Female,3,4,Standard,3,Married,3,0,3,0,1,Senior Manager,26317
204124,1,33,Self Enquiry,3,11,Small Business,Male,3,6,Standard,3,Married,3,0,1,1,1,Senior Manager,29078
204128,1,31,Self Enquiry,1,10,Large Business,Female,3,4,Basic,5,Unmarried,7,1,4,0,1,Executive,21335
204130,1,31,Company Invited,3,33,Small Business,Female,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374
204131,1,30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736
204143,1,30,Self Enquiry,1,25,Small Business,Male,3,5,Basic,3,Single,3,1,3,0,1,Executive,21067
204148,1,34,Self Enquiry,1,21,Small Business,Male,3,4,Basic,3,Married,7,1,1,1,2,Executive,21114
204150,1,34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Married,2,0,3,1,2,Executive,21385
204153,1,33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408
204164,1,38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,0,3,Senior Manager,28726
204173,1,32,Company Invited,1,36,Small Business,Male,4,5,Basic,4,Unmarried,2,0,3,0,3,Executive,22157
204178,1,29,Self Enquiry,1,9,Salaried,Male,4,4,Basic,3,Unmarried,4,0,4,0,2,Executive,22163
204185,1,48,Company Invited,1,36,Salaried,Male,3,4,Standard,4,Married,3,1,3,1,1,Senior Manager,30527
204200,1,45,Company Invited,1,31,Salaried,Male,3,4,Basic,3,Married,5,1,5,0,2,Executive,21839
204202,1,27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,1,1,1,Executive,21051
204207,1,27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506
204210,1,19,Self Enquiry,1,10,Small Business,Male,3,4,Basic,3,Single,3,0,4,1,1,Executive,20098
204231,1,53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Married,4,0,1,1,1,Manager,23619
204237,1,29,Self Enquiry,1,9,Small Business,Male,3,6,Basic,3,Married,7,1,3,1,2,Executive,22142
204241,1,40,Self Enquiry,3,10,Small Business,Female,3,4,Deluxe,3,Married,6,1,4,1,2,Manager,23916
204250,1,30,Self Enquiry,1,15,Salaried,Male,4,6,Basic,5,Married,3,1,3,0,2,Executive,20797
204271,1,22,Company Invited,3,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,3,Executive,20852
204277,1,34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,1,0,2,Executive,21529
204280,1,42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033
204282,1,41,Self Enquiry,3,29,Small Business,Male,4,5,Deluxe,3,Married,4,1,3,1,1,Manager,25058
204284,1,22,Self Enquiry,3,19,Salaried,Female,3,2,Basic,4,Unmarried,3,0,5,0,2,Executive,21394
204292,1,35,Company Invited,3,26,Small Business,Male,4,2,Deluxe,3,Unmarried,2,1,1,0,1,Manager,23982
204296,1,27,Company Invited,1,10,Large Business,Male,4,4,Basic,5,Unmarried,2,0,3,0,2,Executive,21780
204299,1,31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,2,1,4,1,1,Executive,20963
204319,1,26,Self Enquiry,1,10,Small Business,Male,4,4,Basic,5,Married,7,0,5,1,2,Executive,22709
204328,1,25,Self Enquiry,3,7,Large Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,1,Executive,21880
204329,1,35,Company Invited,3,13,Small Business,Female,3,6,Basic,3,Married,2,0,4,0,2,Executive,21029
204335,1,30,Self Enquiry,1,32,Large Business,Female,4,5,Basic,4,Married,7,0,3,1,3,Executive,21224
204336,1,20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,0,1,Executive,21242
204349,1,34,Self Enquiry,1,22,Small Business,Male,3,4,Standard,3,Married,2,1,5,1,1,Senior Manager,32288
204350,1,34,Self Enquiry,1,17,Small Business,Male,3,6,Basic,3,Married,2,0,5,0,1,Executive,22086
204353,1,32,Company Invited,1,27,Salaried,Male,4,4,Standard,3,Married,5,0,3,1,1,Senior Manager,28502
204354,1,35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628
